PID,Lot_Area,House_Style,Overall_Qual,Overall_Cond,Year_Built,Heating_QC,Central_Air,Gr_Liv_Area,Bedroom_AbvGr,Fireplaces,Garage_Area,Mo_Sold,Yr_Sold,SalePrice,Basement_Area,Full_Bathroom,Half_Bathroom,Total_Bathroom,Deck_Porch_Area,Age_Sold,Season_Sold,Garage_Type_2,Foundation_2,Masonry_Veneer,Lot_Shape_2,House_Style2,Overall_Qual2,Overall_Cond2,Log_Price,Bonus
0908226180,4270,1Story,3,6,1931,Ex,Y,774,3,0,0,5,2007,79000,544,1,0,1,0,76,2,NA,Brick/Tile/Stone,N,Regular,1Story,4,6,11.277203131,0
0908228010,10042,1.5Fin,6,8,1920,TA,Y,865,2,1,216,8,2007,108500,660,2,0,2,0,87,3,Detached,Brick/Tile/Stone,N,Regular,1.5Fin,6,6,11.594505452,0
0908275090,11767,2Story,4,7,1910,Gd,N,1346,2,0,384,5,2007,112000,560,1,1,1.1,192,97,2,Detached,Cinder Block,N,Regular,2Story,4,6,11.62625415,0
0908275200,8172,1Story,4,5,1955,TA,Y,768,2,1,355,7,2007,125000,768,1,0,1,0,52,3,Detached,Cinder Block,N,Regular,1Story,4,5,11.736069016,0
0908276230,8190,1Story,4,6,1954,Ex,Y,948,3,1,280,10,2007,119000,948,2,0,2,36,53,4,Detached,Cinder Block,N,Regular,1Story,4,6,11.686878772,0
0909250160,10594,1.5Unf,5,5,1926,Fa,N,789,2,0,200,6,2007,96500,768,1,0,1,0,81,3,Detached,Brick/Tile/Stone,N,Regular,1Story,5,5,11.477298287,0
0909251030,7223,1Story,5,5,1926,TA,Y,1422,3,0,352,4,2007,136500,1290,1,0,1,0,81,2,Detached,Concrete/Slab,N,Regular,1Story,5,5,11.824079894,0
0909251040,6821,1.5Fin,6,7,1921,Gd,Y,1298,2,1,240,8,2007,146500,651,2,0,2,216,86,3,Detached,Brick/Tile/Stone,N,Regular,1.5Fin,6,6,11.894780707,0
0909252150,4000,2Story,7,8,1930,TA,Y,1098,2,1,216,6,2007,148500,531,2,0,2,0,77,3,Detached,Brick/Tile/Stone,N,Regular,2Story,6,6,11.908340237,0
0909252170,6720,2Story,6,7,1921,TA,N,1436,3,1,228,4,2007,141500,585,1,0,1,184,86,2,Detached,Brick/Tile/Stone,N,Regular,2Story,6,6,11.860054996,0
0909254090,7642,1.5Fin,7,8,1918,Gd,Y,1426,3,1,216,6,2007,189950,912,1,1,1.1,240,89,3,Detached,Brick/Tile/Stone,N,Regular,1.5Fin,6,6,12.154516159,1
0909254100,7155,2Story,6,8,1926,TA,Y,1461,3,1,225,7,2007,135000,686,1,0,1,0,81,3,Detached,Brick/Tile/Stone,N,Regular,2Story,6,6,11.813030057,0
0909254140,4280,1Story,5,6,1913,TA,N,694,2,1,352,3,2007,90350,440,1,0,1,0,94,2,Detached,Concrete/Slab,N,Regular,1Story,5,6,11.411446296,0
0909254150,5362,1.5Fin,5,6,1910,Ex,Y,1250,3,1,552,11,2007,139000,661,2,0,2,242,97,4,Detached,Concrete/Slab,N,Regular,1.5Fin,5,6,11.842229212,0
0909256120,6305,1Story,5,7,1938,Ex,Y,954,2,1,240,6,2007,119750,920,1,0,1,0,69,3,Attached,Concrete/Slab,N,Regular,1Story,5,6,11.693161515,0
0909275160,13108,1Story,5,5,1951,Fa,Y,1226,2,1,400,6,2007,153500,0,1,1,1.1,426,56,3,Attached,Cinder Block,N,Irregular,1Story,5,5,11.941455846,0
0909281020,6221,1.5Fin,5,5,1941,Ex,Y,1355,3,0,528,10,2007,140000,728,2,0,2,144,66,4,Detached,Cinder Block,N,Irregular,1.5Fin,5,5,11.849397702,0
0909428340,21579,1Story,6,6,1968,Ex,Y,1488,3,2,552,9,2007,215000,1488,2,1,2.1,0,39,4,Attached,Concrete/Slab,N,Irregular,1Story,6,6,12.278393307,1
0909451130,1782,2Story,6,6,1980,Gd,Y,1045,2,1,462,12,2007,123900,516,1,0,1,180,27,1,Detached,Cinder Block,N,Regular,2Story,6,6,11.727230068,0
0909455060,3907,1Story,8,5,1988,Gd,Y,1020,1,0,509,3,2007,200000,1004,2,0,2,135,19,2,Attached,Cinder Block,N,Irregular,1Story,6,5,12.206072646,1
0910200110,7000,1.5Fin,6,7,1940,Gd,Y,1215,3,0,720,5,2007,141000,720,1,0,1,0,67,2,Detached,Brick/Tile/Stone,N,Regular,1.5Fin,6,6,11.856515169,0
0910201020,5000,1.5Unf,5,6,1941,Po,N,803,2,0,360,12,2007,87000,720,1,0,1,0,66,1,Detached,Cinder Block,N,Regular,1Story,5,6,11.373663398,0
0910201110,6060,1.5Fin,4,5,1939,Gd,Y,1123,3,0,264,6,2007,100000,732,1,0,1,0,68,3,Detached,Concrete/Slab,N,Regular,1.5Fin,4,5,11.512925465,0
0910202030,3672,1Story,5,7,1922,Ex,Y,816,2,0,100,9,2007,75200,816,1,0,1,0,85,4,Detached,Brick/Tile/Stone,N,Regular,1Story,5,6,11.22790651,0
0910203290,8263,1Story,6,5,1920,TA,Y,1012,2,1,308,5,2007,118400,1012,1,0,1,22,87,2,Detached,Brick/Tile/Stone,N,Regular,1Story,6,5,11.681824001,0
0910206010,11067,1.5Fin,2,4,1939,Ex,Y,845,1,0,256,3,2007,68104,0,1,0,1,48,68,2,Detached,Brick/Tile/Stone,N,Regular,1.5Fin,4,4,11.128791228,0
0911128020,6060,1Story,5,9,1930,Ex,Y,1001,2,0,216,11,2007,124900,837,1,0,1,240,77,4,Detached,Brick/Tile/Stone,N,Regular,1Story,5,6,11.735268696,0
0914452090,12150,SFoyer,6,6,1979,TA,Y,1299,2,1,486,1,2007,183500,1001,3,0,3,84,28,1,Attached,Cinder Block,N,Irregular,SFoyer,6,6,12.119969946,1
0914452120,7540,SFoyer,6,6,1978,Ex,Y,912,2,1,470,6,2007,156000,888,2,0,2,192,29,3,Attached,Cinder Block,N,Irregular,SFoyer,6,6,11.957611286,0
0914452190,9187,1Story,6,5,1983,TA,Y,1080,3,0,484,6,2007,134000,1084,1,1,1.1,120,24,3,Attached,Concrete/Slab,N,Regular,1Story,6,5,11.805595079,0
0914460020,10000,1Story,5,5,2002,Ex,Y,1392,3,1,650,12,2007,215000,1441,2,0,2,217,5,1,Attached,Concrete/Slab,Y,Regular,1Story,5,5,12.278393307,1
0914460110,12864,1Story,7,5,2002,Ex,Y,1409,1,1,576,7,2007,245000,1409,2,1,2.1,289,5,3,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.40901349,1
0914476330,9928,1Story,7,5,1991,TA,Y,1478,3,1,506,5,2007,210000,1454,3,0,3,136,16,2,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.25486281,1
0914478020,8750,SLvl,7,6,1975,TA,Y,918,3,0,360,3,2007,148000,852,1,1,1.1,276,32,2,Attached,Cinder Block,Y,Irregular,SLvl,6,6,11.904967553,0
0914478100,8410,SFoyer,6,6,1974,TA,Y,1026,2,1,528,4,2007,143000,970,2,0,2,193,33,2,Attached,Cinder Block,N,Irregular,SFoyer,6,6,11.870599909,0
0916326040,16905,1Story,5,6,1959,Gd,Y,1328,2,2,308,7,2007,170000,1350,1,2,1.2,104,48,3,Attached,Cinder Block,N,Regular,1Story,5,6,12.043553716,0
0916384080,9037,1Story,8,5,2006,Ex,Y,1484,2,1,472,12,2007,265900,1476,2,0,2,153,1,1,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,12.490875577,1
0916403040,10331,1Story,7,7,1985,Gd,Y,1240,3,0,528,7,2007,174000,1265,2,1,2.1,232,22,3,Attached,Cinder Block,N,Regular,1Story,6,6,12.066810578,0
0916455050,6718,1Story,8,5,2001,Ex,Y,1312,2,0,471,1,2007,180500,1267,2,0,2,284,6,1,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,12.103486057,1
0916455110,9590,SLvl,7,5,2003,Ex,Y,1146,3,1,438,5,2007,187500,868,3,0,3,182,4,2,Attached,Concrete/Slab,Y,Irregular,SLvl,6,5,12.141534124,1
0916460020,7777,1Story,6,5,1996,Ex,Y,1491,3,1,571,11,2007,178000,1491,2,0,2,35,11,4,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,12.089538829,1
0923203010,6710,SFoyer,6,5,1996,Ex,Y,936,0,0,460,6,2007,140000,920,2,1,2.1,40,11,3,Attached,Concrete/Slab,Y,Irregular,SFoyer,6,5,11.849397702,0
0923204050,25286,1Story,4,5,1963,Gd,Y,1040,3,0,648,1,2007,132250,1064,2,0,2,0,44,1,Attached,Concrete/Slab,N,Regular,1Story,4,5,11.79244935,0
0923225040,4224,1Story,5,7,1976,TA,Y,1060,3,1,572,6,2007,129900,1040,2,0,2,210,31,3,Attached,Concrete/Slab,N,Regular,1Story,5,6,11.774520203,0
0923225050,4224,1Story,5,5,1976,TA,Y,1142,3,1,528,8,2007,134000,1142,2,1,2.1,626,31,3,Attached,Concrete/Slab,N,Regular,1Story,5,5,11.805595079,0
0923226300,1504,2Story,4,4,1972,TA,Y,1092,3,0,253,5,2007,85500,546,1,1,1.1,0,35,2,Attached,Cinder Block,N,Regular,2Story,4,4,11.356271655,0
0923228200,1533,SLvl,4,5,1970,TA,Y,992,2,0,297,7,2007,106500,530,2,0,2,209,37,3,Attached,Cinder Block,N,Regular,SLvl,4,5,11.575900264,0
0923228220,1495,2Story,4,6,1970,Ex,Y,1092,3,0,0,5,2007,93900,546,1,1,1.1,64,37,2,NA,Cinder Block,Y,Regular,2Story,4,6,11.449985665,0
0923228250,2001,2Story,4,5,1970,Fa,Y,1092,3,0,286,1,2007,75000,546,1,1,1.1,0,37,1,Attached,Cinder Block,Y,Regular,2Story,4,5,11.225243393,0
0923228290,1936,SFoyer,4,6,1970,Gd,Y,630,1,0,0,12,2007,84500,630,2,0,2,0,37,1,NA,Cinder Block,N,Regular,SFoyer,4,6,11.344506813,0
0923228390,1890,2Story,4,3,1976,Ex,Y,1092,3,0,286,4,2007,75190,546,1,1,1.1,0,31,2,Attached,Cinder Block,N,Regular,2Story,4,4,11.227773522,0
0923229010,11333,SLvl,6,5,1976,TA,Y,1062,3,2,539,5,2007,146800,1029,2,0,2,120,31,2,Attached,Concrete/Slab,N,Irregular,SLvl,6,5,11.896826395,0
0923229040,9129,SFoyer,5,5,1977,TA,Y,1008,1,1,678,7,2007,153500,923,2,0,2,267,30,3,Attached,Concrete/Slab,Y,Regular,SFoyer,5,5,11.941455846,0
0923229100,15957,SLvl,6,6,1977,TA,Y,1356,3,1,528,9,2007,188000,1244,4,0,4,1424,30,4,Attached,Concrete/Slab,N,Irregular,SLvl,6,6,12.144197242,1
0923230010,8286,2Story,5,7,1977,Ex,Y,1432,3,1,531,6,2007,157000,716,2,1,2.1,376,30,3,Attached,Concrete/Slab,N,Irregular,2Story,5,6,11.964001084,0
0923230120,6723,SFoyer,5,7,1971,TA,Y,796,2,0,0,9,2007,138000,796,1,1,1.1,129,36,4,NA,Cinder Block,N,Regular,SFoyer,5,6,11.835008964,0
0923230180,7244,SFoyer,5,7,1970,Ex,Y,768,2,0,624,4,2007,129500,768,2,0,2,104,37,2,Detached,Cinder Block,N,Regular,SFoyer,5,6,11.77143616,0
0923252080,7599,1Story,4,6,1982,TA,Y,845,2,0,360,6,2007,129500,845,2,0,2,0,25,3,Detached,Cinder Block,N,Regular,1Story,4,6,11.77143616,0
0923275010,11000,1Story,5,6,1976,TA,Y,1178,3,0,502,6,2007,135000,1090,2,1,2.1,132,31,3,Attached,Concrete/Slab,N,Irregular,1Story,5,6,11.813030057,0
0923275200,8314,1Story,5,7,1982,TA,Y,816,2,0,264,6,2007,124500,816,1,0,1,168,25,3,Attached,Cinder Block,N,Regular,1Story,5,6,11.732060995,0
0923276180,11625,1Story,5,7,1983,TA,Y,816,2,0,264,5,2007,139000,816,2,0,2,330,24,2,Attached,Cinder Block,N,Irregular,1Story,5,6,11.842229212,0
0923425030,10447,1Story,5,6,1984,TA,Y,887,3,0,288,12,2007,124500,864,1,1,1.1,140,23,1,Attached,Cinder Block,N,Regular,1Story,5,6,11.732060995,0
0526302030,11027,1Story,6,5,1954,Gd,Y,1293,2,0,452,5,2006,149900,1178,3,0,3,280,52,2,Attached,Cinder Block,Y,Irregular,1Story,6,5,11.917723684,0
0526302040,10533,1Story,6,6,1956,TA,Y,1024,2,2,313,8,2006,157500,1008,2,0,2,280,50,3,Attached,Cinder Block,Y,Irregular,1Story,6,6,11.967180737,0
0527107030,13031,2Story,6,5,1995,Gd,Y,1498,3,1,409,7,2006,187500,691,2,1,2.1,359,11,3,Attached,Concrete/Slab,N,Irregular,2Story,6,5,12.141534124,1
0527158020,8076,1Story,6,6,1993,Gd,Y,1169,3,1,402,7,2006,183500,1160,2,1,2.1,170,13,3,Attached,Concrete/Slab,Y,Irregular,1Story,6,6,12.119969946,1
0527182020,3701,1Story,8,5,1987,TA,Y,1204,2,0,461,8,2006,130000,1191,2,0,2,190,19,3,Attached,Cinder Block,N,Irregular,1Story,6,5,11.775289729,0
0527250040,34650,1Story,5,5,1955,TA,N,1056,3,0,572,1,2006,145000,1056,2,0,2,264,51,1,Attached,Cinder Block,N,Regular,1Story,5,5,11.884489021,0
0527328010,10464,SFoyer,6,6,1980,TA,Y,1102,2,1,582,6,2006,169000,988,2,0,2,162,26,3,Attached,Cinder Block,Y,Irregular,SFoyer,6,6,12.037653994,0
0527358090,9927,SFoyer,7,5,1976,TA,Y,1083,2,1,596,7,2006,172000,1047,2,0,2,444,30,3,Attached,Cinder Block,Y,Irregular,SFoyer,6,5,12.055249756,0
0527376090,10140,1Story,5,6,1975,Ex,Y,1074,3,0,495,7,2006,153500,1056,2,1,2.1,88,31,3,Attached,Cinder Block,N,Regular,1Story,5,6,11.941455846,0
0527377030,10140,1Story,6,6,1974,Fa,Y,1309,3,1,484,1,2006,181000,1040,2,1,2.1,265,32,1,Attached,Cinder Block,Y,Regular,1Story,6,6,12.10625231,1
0527378010,10000,1Story,6,6,1974,TA,Y,1103,3,0,462,6,2006,155000,1103,2,0,2,379,32,3,Attached,Cinder Block,Y,Regular,1Story,6,6,11.951180396,0
0527403120,8125,1Story,4,4,1971,TA,Y,858,3,0,0,6,2006,88000,858,1,0,1,0,35,3,NA,Cinder Block,N,Irregular,1Story,4,4,11.385092093,0
0527404180,7200,1Story,4,4,1971,TA,Y,874,3,0,576,3,2006,97500,864,1,1,1.1,63,35,2,Detached,Cinder Block,N,Regular,1Story,4,4,11.487607657,0
0527427210,8773,1Story,6,5,2002,Ex,Y,1419,2,0,543,9,2006,190000,1487,3,0,3,264,4,4,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.154779351,1
0527450010,2760,2Story,6,5,1973,TA,Y,1092,3,0,440,12,2006,105500,525,1,1,1.1,0,33,1,Detached,Cinder Block,Y,Regular,2Story,6,5,11.566466232,0
0527450080,2160,2Story,5,6,1973,Gd,Y,1365,3,1,440,6,2006,125500,765,1,1,1.1,36,33,3,Attached,Cinder Block,Y,Regular,2Story,5,6,11.740061038,0
0527450210,1953,2Story,6,5,1973,TA,Y,987,2,0,264,6,2006,83000,483,1,1,1.1,72,33,3,Detached,Cinder Block,Y,Regular,2Story,6,5,11.326595887,0
0527450460,1890,2Story,6,7,1972,Ex,Y,1030,3,0,264,7,2006,116000,494,1,1,1.1,0,34,3,Detached,Cinder Block,Y,Regular,2Story,6,6,11.66134547,0
0527451380,1680,2Story,6,7,1972,Gd,Y,1218,3,0,264,5,2006,118000,672,1,2,1.2,28,34,2,Detached,Cinder Block,Y,Regular,2Story,6,6,11.678439903,0
0527451450,1680,2Story,6,5,1972,TA,Y,948,2,0,264,7,2006,89000,483,1,1,1.1,0,34,3,Detached,Cinder Block,Y,Regular,2Story,6,5,11.396391649,0
0527451460,1680,2Story,6,5,1972,Gd,Y,1092,3,0,264,10,2006,108000,525,1,1,1.1,352,34,4,Detached,Cinder Block,Y,Regular,2Story,6,5,11.589886506,0
0527451520,1680,2Story,6,5,1972,TA,Y,987,2,1,288,6,2006,94500,483,1,1,1.1,0,34,3,Attached,Cinder Block,Y,Regular,2Story,6,5,11.456355113,0
0527452070,4043,1Story,6,5,1975,Gd,Y,1069,2,1,440,7,2006,146300,1069,2,1,2.1,280,31,3,Attached,Cinder Block,N,Regular,1Story,6,5,11.893414587,0
0527452290,7514,1Story,5,7,1967,TA,Y,1387,3,1,300,9,2006,145000,943,2,0,2,0,39,4,Attached,Cinder Block,N,Regular,1Story,5,6,11.884489021,0
0527452310,7838,SFoyer,5,5,1967,TA,Y,900,3,1,288,12,2006,123000,864,2,0,2,319,39,1,Attached,Cinder Block,N,Regular,SFoyer,5,5,11.719939634,0
0527453070,2280,1Story,7,7,1976,TA,Y,1055,2,0,319,4,2006,137500,1055,3,0,3,29,30,2,Attached,Cinder Block,N,Regular,1Story,6,6,11.831379196,0
0527455100,2179,2Story,6,5,1976,Gd,Y,1456,3,1,460,7,2006,144000,855,2,1,2.1,28,30,3,Attached,Cinder Block,N,Regular,2Story,6,5,11.877568579,0
0528174080,7052,1Story,7,5,2005,Ex,Y,1364,2,1,484,6,2006,185850,1364,3,0,3,228,1,3,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,12.132695176,1
0528188040,3136,1Story,7,5,2003,Ex,Y,1405,2,1,478,3,2006,171750,1405,2,0,2,184,3,2,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,12.05379521,0
0528228340,3196,1Story,8,5,2003,Ex,Y,1456,2,1,400,5,2006,215000,1273,2,0,2,163,3,2,Attached,Concrete/Slab,Y,Regular,1Story,6,5,12.278393307,1
0528228415,3072,1Story,7,5,2004,Ex,Y,1414,2,1,398,5,2006,178740,1375,2,0,2,164,2,2,Attached,Concrete/Slab,Y,Regular,1Story,6,5,12.093687515,1
0528235130,9056,2Story,8,5,2004,Ex,Y,1414,3,1,403,10,2006,178000,707,2,1,2.1,135,2,4,Attached,Concrete/Slab,N,Irregular,2Story,6,5,12.089538829,1
0528488120,7500,1Story,7,5,2005,Ex,Y,1266,3,1,453,4,2006,176000,1257,2,0,2,182,1,2,Attached,Concrete/Slab,N,Regular,1Story,6,5,12.078239274,1
0531363080,7733,1Story,6,5,2005,Ex,Y,1142,3,0,0,1,2006,139500,1142,1,1,1.1,54,1,1,NA,Concrete/Slab,N,Irregular,1Story,6,5,11.84581988,0
0531452080,7175,1Story,6,5,1990,Gd,Y,1398,2,0,542,7,2006,172000,1398,3,0,3,46,16,3,Attached,Concrete/Slab,N,Regular,1Story,6,5,12.055249756,0
0531452100,7175,1Story,6,5,1991,Gd,Y,1217,2,0,484,6,2006,151000,1217,2,0,2,64,15,3,Attached,Concrete/Slab,N,Regular,1Story,6,5,11.925035116,0
0531452210,9019,2Story,6,5,1994,Ex,Y,1320,3,0,472,7,2006,150000,636,2,1,2.1,40,12,3,Attached,Concrete/Slab,N,Irregular,2Story,6,5,11.918390573,0
0531478010,8900,1Story,4,4,1966,TA,Y,1056,2,0,384,11,2006,107000,1056,2,0,2,42,40,4,Detached,Cinder Block,N,Regular,1Story,4,4,11.580584113,0
0532351060,9100,1Story,5,4,1962,Ex,Y,988,3,0,624,7,2006,129500,988,2,0,2,0,44,3,Detached,Cinder Block,Y,Regular,1Story,5,4,11.77143616,0
0532353030,9240,1Story,5,6,1962,Gd,Y,1211,2,1,576,3,2006,144000,864,1,0,1,161,44,2,Detached,Cinder Block,N,Irregular,1Story,5,6,11.877568579,0
0532353180,8471,SLvl,6,7,1977,TA,Y,1212,3,1,492,7,2006,151000,506,2,0,2,304,29,3,Attached,Cinder Block,Y,Irregular,SLvl,6,6,11.925035116,0
0532376080,9308,1Story,5,5,1965,TA,Y,984,3,0,310,7,2006,126000,984,1,0,1,0,41,3,Attached,Cinder Block,N,Irregular,1Story,5,5,11.744037186,0
0532376180,8450,1Story,5,6,1968,TA,Y,909,3,0,294,11,2006,116000,882,1,0,1,155,38,4,Attached,Cinder Block,Y,Regular,1Story,5,6,11.66134547,0
0532376250,8638,1Story,5,6,1963,Gd,Y,925,2,0,484,10,2006,133500,925,2,0,2,277,43,4,Detached,Concrete/Slab,N,Irregular,1Story,5,6,11.801856757,0
0532378050,13052,1Story,5,6,1965,TA,Y,1024,3,0,308,1,2006,120875,1024,1,1,1.1,0,41,1,Attached,Cinder Block,N,Irregular,1Story,5,6,11.702512233,0
0532378070,13526,1Story,5,6,1965,TA,Y,935,3,0,288,11,2006,137000,935,2,0,2,180,41,4,Attached,Cinder Block,Y,Irregular,1Story,5,6,11.827736205,0
0532378130,8020,1Story,5,6,1964,TA,N,912,3,0,0,4,2006,124000,912,1,0,1,0,42,2,NA,Cinder Block,N,Irregular,1Story,5,6,11.728036845,0
0532378160,6993,1Story,5,7,1961,TA,Y,1236,3,1,288,6,2006,135000,912,1,0,1,0,45,3,Attached,Cinder Block,N,Regular,1Story,5,6,11.813030057,0
0532378220,8789,1Story,5,6,1967,TA,Y,941,3,1,288,6,2006,129200,912,1,0,1,64,39,3,Attached,Cinder Block,N,Irregular,1Story,5,6,11.76911687,0
0533206040,3628,1Story,7,5,2004,Ex,Y,1143,1,1,588,5,2006,176400,1143,1,1,1.1,191,2,2,Attached,Concrete/Slab,N,Regular,1Story,6,5,12.080509423,1
0533208050,3316,1Story,8,5,2005,Ex,Y,1247,1,1,550,4,2006,197000,1247,2,1,2.1,84,1,2,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.190959008,1
0533212100,3180,2Story,7,5,2005,Ex,Y,1200,2,0,480,6,2006,151000,600,2,1,2.1,166,1,3,Detached,Concrete/Slab,N,Regular,2Story,6,5,11.925035116,0
0533212110,2544,2Story,7,5,2005,Ex,Y,1223,2,0,480,7,2006,147400,600,2,1,2.1,166,1,3,Detached,Concrete/Slab,N,Regular,2Story,6,5,11.900905259,0
0533212120,2544,2Story,7,5,2005,Ex,Y,1223,2,0,480,7,2006,149900,600,2,1,2.1,166,1,3,Detached,Concrete/Slab,N,Regular,2Story,6,5,11.917723684,0
0533223010,3735,2Story,7,5,1999,Ex,Y,1452,3,0,506,3,2006,183900,691,3,1,3.1,34,7,2,Detached,Concrete/Slab,Y,Regular,2Story,6,5,12.122147411,1
0533223080,2651,2Story,7,5,2000,Ex,Y,1382,3,0,490,4,2006,165000,673,3,1,3.1,203,6,2,Detached,Concrete/Slab,N,Regular,2Story,6,5,12.013700753,0
0533223110,4447,2Story,7,5,2003,Ex,Y,1080,2,0,496,7,2006,139000,530,2,1,2.1,50,3,3,Attached,Concrete/Slab,N,Irregular,2Story,6,5,11.842229212,0
0533250130,9549,1Story,8,5,1995,Ex,Y,1494,2,1,481,4,2006,270000,1494,2,1,2.1,246,11,2,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.506177238,1
0533252020,11250,1Story,6,6,1977,TA,Y,1208,3,1,546,6,2006,165000,1208,2,1,2.1,240,29,3,Attached,Cinder Block,N,Irregular,1Story,6,6,12.013700753,0
0533253030,3760,1Story,8,5,1980,Gd,Y,1235,1,3,484,5,2006,214000,1235,2,0,2,211,26,2,Attached,Cinder Block,N,Irregular,1Story,6,5,12.273731294,1
0533253050,3640,1Story,8,5,1980,TA,Y,1036,1,1,484,9,2006,188000,1036,2,0,2,241,26,4,Detached,Cinder Block,N,Irregular,1Story,6,5,12.144197242,1
0533253090,3874,1Story,8,5,1980,TA,Y,1226,1,1,484,7,2006,190000,1226,2,0,2,211,26,3,Attached,Cinder Block,N,Irregular,1Story,6,5,12.154779351,1
0533253160,3876,1Story,8,5,1978,TA,Y,1226,1,1,484,7,2006,170000,1226,2,0,2,193,28,3,Attached,Cinder Block,N,Irregular,1Story,6,5,12.043553716,0
0534125210,13110,1Story,5,6,1972,Ex,Y,1193,2,0,501,7,2006,146500,1153,3,0,3,293,34,3,Attached,Cinder Block,Y,Irregular,1Story,5,6,11.894780707,0
0534127270,11700,2Story,6,6,1968,Gd,Y,1416,3,1,776,5,2006,179900,708,2,1,2.1,288,38,2,Attached,Cinder Block,Y,Regular,2Story,6,6,12.10015642,1
0534175100,10140,1Story,7,6,1967,Gd,Y,1334,3,0,477,4,2006,164500,1334,3,0,3,284,39,2,Attached,Cinder Block,Y,Regular,1Story,6,6,12.010665849,0
0534176250,9600,1Story,7,5,1969,TA,Y,1164,3,0,528,7,2006,140000,1164,1,1,1.1,0,37,3,Attached,Cinder Block,Y,Regular,1Story,6,5,11.849397702,0
0534201130,9750,SLvl,5,5,1967,Gd,Y,980,3,0,384,10,2006,135500,980,2,0,2,68,39,4,Attached,Concrete/Slab,N,Regular,SLvl,5,5,11.816726919,0
0534201230,9600,1Story,5,5,1968,Gd,Y,1051,3,0,504,7,2006,142000,1051,2,0,2,0,38,3,Attached,Cinder Block,N,Regular,1Story,5,5,11.863582337,0
0534201280,8400,1Story,5,5,1968,Gd,Y,1052,3,0,288,11,2006,138500,1052,2,1,2.1,356,38,4,Attached,Cinder Block,Y,Regular,1Story,5,5,11.838625605,0
0534201300,8400,SFoyer,5,6,1968,Gd,Y,898,3,0,326,8,2006,140000,833,2,0,2,143,38,3,Attached,Cinder Block,N,Regular,SFoyer,5,6,11.849397702,0
0534202020,9759,1Story,5,5,1966,TA,Y,1051,3,0,264,3,2006,124400,1051,2,0,2,270,40,2,Attached,Cinder Block,N,Irregular,1Story,5,5,11.731257459,0
0534202180,9600,SLvl,5,7,1967,Gd,Y,1141,3,0,568,7,2006,158000,1141,2,0,2,78,39,3,Attached,Concrete/Slab,Y,Regular,SLvl,5,6,11.970350312,0
0534226060,9230,1Story,5,8,1965,Gd,Y,1200,1,0,884,10,2006,146000,864,2,1,2.1,64,41,4,Detached,Cinder Block,Y,Regular,1Story,5,6,11.891361901,0
0534275010,10659,1Story,5,6,1961,TA,Y,1050,3,0,368,1,2006,136500,1050,2,0,2,319,45,1,Attached,Cinder Block,N,Irregular,1Story,5,6,11.824079894,0
0534276010,9100,1Story,5,5,1958,TA,Y,864,3,0,624,7,2006,129900,864,2,0,2,0,48,3,Detached,Cinder Block,N,Regular,1Story,5,5,11.774520203,0
0534403280,8800,1Story,6,6,1964,TA,Y,1251,3,2,461,3,2006,160000,1251,2,0,2,116,42,2,Attached,Cinder Block,Y,Regular,1Story,6,6,11.982929094,0
0534403400,10368,1Story,6,6,1964,Ex,Y,1488,3,1,430,4,2006,167000,1008,2,1,2.1,214,42,2,Attached,Cinder Block,Y,Irregular,1Story,6,6,12.025749091,0
0534403440,9350,2Story,5,6,1964,Gd,Y,1440,4,1,480,7,2006,157500,720,1,1,1.1,32,42,3,Attached,Cinder Block,N,Regular,2Story,5,6,11.967180737,0
0534427090,10382,SLvl,6,5,1958,TA,Y,1095,2,0,264,3,2006,140000,588,2,0,2,0,48,2,Attached,Cinder Block,Y,Regular,SLvl,6,5,11.849397702,0
0534429130,10800,1Story,5,7,1960,Ex,Y,1248,3,0,286,5,2006,151500,1248,2,0,2,0,46,2,Attached,Cinder Block,Y,Regular,1Story,5,6,11.928340904,0
0534430050,8550,1Story,6,8,1934,Ex,Y,816,2,1,240,7,2006,129800,816,2,0,2,228,72,3,Attached,Cinder Block,N,Regular,1Story,6,6,11.773750083,0
0534430110,11425,1Story,5,6,1954,Gd,Y,1008,2,1,275,7,2006,137000,1008,1,0,1,0,52,3,Attached,Cinder Block,N,Irregular,1Story,5,6,11.827736205,0
0534431030,9724,1Story,5,7,1947,Ex,Y,1043,2,1,273,5,2006,137000,938,1,0,1,173,59,2,Detached,Cinder Block,N,Regular,1Story,5,6,11.827736205,0
0534451120,5900,1Story,4,7,1923,TA,Y,869,2,0,0,8,2006,85500,440,1,0,1,0,83,3,NA,Concrete/Slab,N,Irregular,1Story,4,6,11.356271655,0
